what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.resources",1406901952641
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1406901952641
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1406901952641
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1406901952641
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1406901952641
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1406901952643
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1406901952643
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1406901952643
started,bundle,org.eclipse.wst.server.core,1.1.206.v20110110,"org.eclipse.wst.server.core",1406901952643
os,sysinfo,,,"win32",1406901952648
arch,sysinfo,,,"x86_64",1406901952648
ws,sysinfo,,,"win32",1406901952648
locale,sysinfo,,,"pt_BR",1406901952648
processors,sysinfo,,,"4",1406901952648
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1406901952648
java.runtime.version,sysinfo,,,"1.6.0_25-b06",1406901952648
java.specification.name,sysinfo,,,"Java Platform API Specification",1406901952648
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406901952648
java.specification.version,sysinfo,,,"1.6",1406901952648
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1406901952648
java.version,sysinfo,,,"1.6.0_25",1406901952648
java.vm.info,sysinfo,,,"mixed mode",1406901952648
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1406901952648
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1406901952648
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1406901952648
