what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1410807765068
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1410807765068
java.vm.specification.version,sysinfo,,,"1.0",1410807765068
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1410807765068
java.vm.version,sysinfo,,,"20.0-b11",1410807765068
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1410807765228
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1410807765234
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1410807765271
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1410807765587
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1410807766064
started,bundle,org.eclipse.team.cvs.core,3.3.301.R36x_v20110119-0815,"org.eclipse.team.cvs.core",1410807766065
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1410807766111
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1410807766122
started,bundle,org.eclipse.team.cvs.ui,3.3.302.R36x_v20110203-1036,"org.eclipse.team.cvs.ui",1410807767145
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1410807767158
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.301.R36_v20100727-0110,"org.eclipse.jdt.apt.pluggable.core",1410807767439
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1410807767447
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1410807769439
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1410807770636
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1410807771085
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1410807771098
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1410807771106
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1410807772798
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1410807772817
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1410807772827
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1410807772970
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807800790
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410807803260
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1410807813134
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1410807813973
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1410807813976
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807814147
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807815296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807818777
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807821097
opened,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410807822224
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410807822270
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1410807822271
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1410807822271
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807825168
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807825957
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807858003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807858021
opened,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410807859099
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410807859136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1410807859136
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1410807859136
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807860173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807870932
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410807873446
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807875175
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807895906
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807896871
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807899434
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807900790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807909780
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807912231
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807912873
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1410807914068
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1410807917130
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807919145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807931752
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1410807931755
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1410807931755
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410807932857
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807934712
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807936478
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807937461
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807950768
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807952047
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807956056
started,bundle,ca.mcgill.cs.swevo.ppa.ui,1.2.1.201106050716,"ca.mcgill.cs.swevo.ppa.ui",1410807965389
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807969774
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807971522
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807981540
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807994566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807995299
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807996313
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410807997202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808001586
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808002459
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808008590
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808009230
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808012350
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808015548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808024496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808026532
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808048391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808057508
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808063933
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808077028
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808104992
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808109017
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808110358
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808112730
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808117084
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808123529
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808145090
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808151252
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808152984
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808158181
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808162596
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808163548
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808165170
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808170662
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808172331
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808174515
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808177650
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808185102
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808186319
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808189860
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808192558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808197144
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808208642
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808210561
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808216443
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808221718
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808223366
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808236956
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808242646
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808245045
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808247384
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808250419
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808257019
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808258095
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808259296
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808262328
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808266197
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808270253
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808274496
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808276851
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808360036
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808363135
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808364042
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808396780
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1410808403733
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808427250
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808430419
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808439267
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808442500
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808451191
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808455204
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808457684
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808459017
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808460028
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808461819
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808463340
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808466586
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808469181
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808470457
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetView",1410808474292
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808479560
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808482373
activated,view,ch.usi.inf.seahawk,1.0.0,"ch.usi.inf.seahawk.views.SnippetsTreeView",1410808484012
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808487742
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1410808494588
